Volcano Number,Volcano Name,Country,Activity classification,Class,Sentinel-1 quality,Remote detections (Def/G/T),Detection Type,PEI,Primary volcano type,Activity evidence,Last known eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant rock type,Tectonic setting,Geological summary,,,,,,,,,,,,,,,,
261121,Malintang,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Indonesia,Sumatra,0.470,99.670," 	1,983 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261130,Talakmau,Indonesia,Inactive,C,,,,,Complex,Evidence credible,Unknown,Indonesia,Sumatra,0.079,99.980," 	2,919 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261131,Sarik-Gajah,Indonesia,Inactive,C,,,,,Pyroclastic cone(s),Evidence uncertain,Unknown,Indonesia,Sumatra,0.074,100.189, 	737 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261140,Marapi,Indonesia,Active,A1,Sentinel not enough,"G, T",ASTER,5,Complex,Eruption observed,2018 C.E.,Indonesia,Sumatra,-0.380,100.474," 	2,885 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261150,Tandikat-Singgalang,Indonesia,Quiescent Ground-based,B2,,,Ground-based 2003 seismic,,Stratovolcano(es),Eruption observed,1924 C.E.,Indonesia,Sumatra,-0.390,100.331," 	2,854 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261160,Talang,Indonesia,Active,A1,Sentinel not enough,"G, T",ASTER,5,Stratovolcano,Eruption observed,2007 C.E.,Indonesia,Sumatra,-0.979,100.681," 	2,575 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261170,Kerinci,Indonesia,Active,A1,Sentinel not enough,"Def, G, T",ASTER,5,Stratovolcano,Eruption observed,2021 C.E.,Indonesia,Sumatra,-1.697,101.264," 	3,800 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261171,Kunyit,Indonesia,Quiescent,B1,,T,ASTER,,,,,,,,,,,,"Kunyit volcano lies about 10 km south of Lake Kerinci, well to the north of its location listed in Neumann van Padang (1951). The summit of the dacitic volcano contains two craters open to the south, the uppermost of which has a small crater lake. The age of the latest eruptive activity is not known, but there do not appear to be any recent volcanic features. Fumarolic activity occurs at the youngest crater on the north side of the summit area. Social media reports from hikers confirmed hot springs and sulfur odors along the trail in 2013. Silitonga and others (2015) mapped the most recent volcanic unit as late Pleistocene while researching the area as a geothermal energy prospect.",,,,,,,,,,,,,,,,
261180,Sumbing,Indonesia,Inactive,C,,,,,Stratovolcano,Eruption observed,1921 C.E.,Indonesia,Sumatra,-2.414,101.728," 	2,507 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261200,Hululais,Indonesia,Inactive,C,,,,,Compound,Unrest / Holocene,Unknown,Indonesia,Sumatra,-3.247,102.239," 	2,122 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261210,"Daun, Bukit",Indonesia,Inactive,C,,,,,Stratovolcano(es),Unrest / Holocene,Unknown,Indonesia,Sumatra,-3.380,102.370," 	2,467 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261220,Kaba,Indonesia,Active,A1,Sentinel not enough,T,ASTER,5,Stratovolcano,Eruption observed,2000 C.E.,Indonesia,Sumatra,-3.522,102.615," 	1,940 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261230,Dempo,Indonesia,Active,A1,Sentinel not enough,T,ASTER,4,Stratovolcano(es),Eruption observed,2017 C.E.,Indonesia,Sumatra,-4.016,103.121," 	3,142 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261231,Patah,Indonesia,Quiescent,B1,,T,ASTER,,Stratovolcano?,Unrest / Holocene,Unknown,Indonesia,Sumatra,-4.257,103.306," 	2,836 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261251,Ranau,Indonesia,Quiescent Ground-based,B2,,,Ground-based 2011,,Caldera,Evidence uncertain,Unknown,Indonesia,Sumatra,-4.871,103.925," 	1,854 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261260,Sekincau Belirang,Indonesia,Quiescent,B1,,T,ASTER,,Caldera(s),Unrest / Holocene,Unknown,Indonesia,Sumatra,-5.107,104.317," 	1,717 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261270,Suoh,Indonesia,Quiescent Ground-based,B2,,T,Ground-based 1994; ASTER,,Caldera(s),Eruption observed,1933 C.E.,Indonesia,Sumatra,-5.250,104.270," 	1,000 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261280,Hulubelu,Indonesia,Inactive,C,,,,,Caldera,Unrest / Holocene,Unknown,Indonesia,Sumatra,-5.334,104.590, 	849 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261290,Rajabasa,Indonesia,Inactive,C,,,,,Stratovolcano,Unrest / Holocene,Unknown,Indonesia,Sumatra,-5.780,105.625," 	1,281 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
261800,Pulau Weh,Indonesia,Inactive,C,,,,,Stratovolcano,Unrest / Pleistocene,Unknown,Indonesia,Sumatra,5.820,95.280, 	617 ,,Subduction zone/Continental crust (>25 km),"Pulau Weh island off the northwest tip of Sumatra has been interpreted as the remains of a partially collapsed older center breached to the northwest and filled by the sea. Pulau Weh was included in the Catalog of Active Volcanoes of the World (Neumann van Padang, 1951) based on its geothermal activity. Volcanism was assumed to be of Pleistocene age (Bennett and others, 1981), but fumaroles and hot springs are found a NW–E-trending line along the summit of the island and near the western shore of Lhok Perialakot bay on the northern side of the island.",,,,,,,,,,,,,,,,
261809,Geureudong,Indonesia,Inactive,C,,,,,Stratovolcano,Unrest / Pleistocene,Unknown,Indonesia,Sumatra,4.813,96.820," 	2,885 ",,Subduction zone/Continental crust (>25 km),"Geureudong is a massive, 30-km-wide complex that rises above schists and granitic rocks and is one of the largest volcanic complexes in northwest Sumatra. The 2,885-m-high Bur ni Geureudong is Pleistocene in age, but hot springs are found on its northern and southern flanks. The Pupandji pyroclastic cone was constructed on its southeast flank, adjacent to two maars with diameters of 300 and 60 m.",,,,,,,,,,,,,,,,
261810,Kembar,Indonesia,Inactive,C,,,,,Shield,Unrest / Pleistocene,Unknown,Indonesia,Sumatra,3.850,97.664," 	2,245 ",,Subduction zone/Continental crust (>25 km),"The Gayolesten fumarole field is located on the flanks of the Pleistocene Gunung Kembar volcano. The Kembar complex, located at the junction of two fault systems, is an andesitic shield volcano capped by a complex of craters and cones (Cameron and others, 1982). Gayolesten was included in the Catalog of Active Volcanoes of the World (Neumann van Padang, 1951) based on its geothermal activity. Active fumaroles and hot springs are present at several locations.  ",,,,,,,,,,,,,,,,
262000,Krakatau,Indonesia,Active,A1,Sentinel not enough,"Def, G, T","ASTER, MODIS",4,Caldera,Eruption observed,2020 C.E.,Indonesia,Krakatau,-6.102,105.423, 	155 ,Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263010,Pulosari,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-6.343,105.978," 	1,324 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263020,Karang,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Indonesia,Java,-6.268,106.050," 	1,768 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263040,Perbakti-Gagak,Indonesia,Inactive,C,,,,,Stratovolcano(es),Eruption observed,1939 C.E.,Indonesia,Java,-6.750,106.700," 	1,699 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263050,Salak,Indonesia,Quiescent ,B1,,T,Ground-based 2007; ASTER,,Stratovolcano,Eruption observed,1938 C.E.,Indonesia,Java,-6.720,106.730," 	2,211 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263060,Gede-Pangrango,Indonesia,Quiescent ,B1,,T,Ground-based 1991; ASTER,,Stratovolcano(es),Eruption observed,1957 C.E.,Indonesia,Java,-6.770,106.965," 	3,008 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263070,Patuha,Indonesia,Quiescent,B1,,T,ASTER,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-7.162,107.400," 	2,422 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263080,Wayang-Windu,Indonesia,Quiescent,B1,,T,ASTER,,Lava dome,Unrest / Pleistocene,Unknown,Indonesia,Java,-7.213,107.637," 	2,184 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),"Wayang-Windu, the site of a geothermal prospect, is a series of andesitic lava domes about 30 km south of Bandung and immediately south of Malabar volcano. Both Gunung Wayang and Gunung Windu have fumarolic areas. The age of the latest eruptive activity is not known, but Bogie and MacKenzie (1998) reported K-Ar dates of 0.49 Ma (G. Wayang), 0.19 Ma (G. Bedil), and 0.10 Ma (G. Windu).",,,,,,,,,,,,,,,,
263090,Tangkuban Parahu,Indonesia,Active,A1,Sentinel not enough,T,ASTER,7,Stratovolcano,Eruption observed,2019 C.E.,Indonesia,Java,-6.770,107.600," 	2,084 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263100,Papandayan,Indonesia,Active,A1,Sentinel not enough,"G, T",ASTER,6,Stratovolcano(es),Eruption observed,2002 C.E.,Indonesia,Java,-7.320,107.730," 	2,665 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263110,Kendang,Indonesia,Quiescent,B1,,T,ASTER,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-7.245,107.709," 	2,594 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263130,Guntur,Indonesia,Quiescent,B1,,T,Ground-based 2013; ASTER,,Complex,Eruption observed,1847 C.E.,Indonesia,Java,-7.143,107.840," 	2,249 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263131,Tampomas,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-6.770,107.950," 	1,684 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263140,Galunggung,Indonesia,Quiescent Ground-based,B1,,G,Ground-based 2012,,Stratovolcano,Eruption observed,1984 C.E.,Indonesia,Java,-7.250,108.058," 	2,168 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263150,Talagabodas,Indonesia,Inactive,C,,,,,Stratovolcano,Unrest / Holocene,Unknown,Indonesia,Java,-7.208,108.070," 	2,201 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263170,Cereme,Indonesia,Quiescent,B1,,T,Ground-based 2015; ASTER,,Stratovolcano,Eruption observed,1951 C.E.,Indonesia,Java,-6.895,108.408," 	3,039 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263180,Slamet,Indonesia,Active,A1,Sentinel not enough,"Def, G, T","ASTER, MODIS",6,Stratovolcano,Eruption observed,2014 C.E.,Indonesia,Java,-7.242,109.208," 	3,428 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263200,Dieng Volcanic Complex,Indonesia,Active,A1,Sentinel not enough,T,ASTER,6,Complex,Eruption observed,2021 C.E.,Indonesia,Java,-7.200,109.879," 	2,565 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263210,Sundoro,Indonesia,Quiescent ,B1,,T,Ground-based 2013; ASTER,,Stratovolcano,Eruption observed,1971 C.E.,Indonesia,Java,-7.300,109.992," 	3,136 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263220,Sumbing,Indonesia,Quiescent Ground-based,B2,,T,Ground-based 2008; ASTER,,Stratovolcano,Eruption observed,1730 C.E.,Indonesia,Java,-7.384,110.070," 	3,371 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263230,Ungaran,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-7.180,110.330," 	2,050 ",Trachyandesite/Basaltic trachyandesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263231,Telomoyo,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-7.362,110.400," 	1,864 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263240,Merbabu,Indonesia,Inactive,C,,,,,Stratovolcano,Eruption observed,1797 C.E.,Indonesia,Java,-7.454,110.440," 	3,118 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263250,Merapi,Indonesia,Active,A1,Sentinel not enough,"Def, G, T","ASTER, MODIS",7,Stratovolcano,Eruption observed,2021 C.E.,Indonesia,Java,-7.540,110.446," 	2,910 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263251,Muria,Indonesia,Inactive,C,,,,,Stratovolcano,Eruption dated,160 B.C.E.,Indonesia,Java,-6.620,110.880," 	1,625 ",Trachybasalt/Tephrite basanite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263260,Lawu,Indonesia,Quiescent,B1,Sentinel not enough,"Def, T",ASTER,,Stratovolcano,Eruption observed,1885 C.E.,Indonesia,Java,-7.625,111.192," 	3,265 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263270,Wilis,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-7.808,111.758," 	2,563 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263280,Kelut,Indonesia,Active,A1,Sentinel not enough,"Def, G, T",MODIS,6,Stratovolcano,Eruption observed,2014 C.E.,Indonesia,Java,-7.930,112.308," 	1,731 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263281,Kawi-Butak,Indonesia,Quiescent Ground-based,B2,,,Ground-based 2003,,Stratovolcano(es),Evidence credible,Unknown,Indonesia,Java,-7.920,112.450," 	2,651 ",No data (checked),Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263290,Arjuno-Welirang,Indonesia,Quiescent,B1,,T,Ground-based 2003; ASTER,,Stratovolcano,Eruption observed,1952 C.E.,Indonesia,Java,-7.733,112.575," 	3,339 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263291,Penanggungan,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence credible,Unknown,Indonesia,Java,-7.616,112.620," 	1,631 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263300,Semeru,Indonesia,Active,A1,Sentinel not enough,"G, T","ASTER, MODIS",5,Stratovolcano,Eruption observed,2021 C.E.,Indonesia,Java,-8.108,112.922," 	3,657 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263310,Tengger Caldera,Indonesia,Active,A1,Sentinel not enough,"G, T",ASTER,6,Stratovolcano(es),Eruption observed,2021 C.E.,Indonesia,Java,-7.942,112.950," 	2,329 ",Trachyandesite/Basaltic trachyandesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263320,Lamongan,Indonesia,Quiescent,B1,Sentinel not enough,"Def, T",ASTER,,Stratovolcano,Eruption observed,1898 C.E.,Indonesia,Java,-7.981,113.341," 	1,641 ",Basalt/Picro-basalt,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263330,Iyang-Argapura,Indonesia,Inactive,C,,,,,Complex,Evidence credible,Unknown,Indonesia,Java,-7.970,113.570," 	3,088 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263340,Raung,Indonesia,Active,A1,Sentinel not enough,T,"ASTER, MODIS",5,Stratovolcano,Eruption observed,2021 C.E.,Indonesia,Java,-8.119,114.056," 	3,260 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263350,Ijen,Indonesia,Active,A1,Sentinel not enough,"G, T",ASTER,5,Stratovolcano(es),Eruption observed,1999 C.E.,Indonesia,Java,-8.058,114.242," 	2,769 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263351,Baluran,Indonesia,Inactive,C,,,,,Stratovolcano,Evidence uncertain,Unknown,Indonesia,Java,-7.850,114.370," 	1,247 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
263805,"Kamojang, Kawah",Indonesia,Inactive,C,,,,,Stratovolcano(es),Unrest / Pleistocene,Unknown,Indonesia,Java,-7.125,107.800," 	1,730 ",,Subduction zone/Continental crust (>25 km),"Kawah Kamojang, the first developed geothermal field in Indonesia, is located 7-km WNW of the historically active Guntur volcano within the Pleistocene-age Pangkalan caldera. Kawah Kamojang was included in the Catalog of Active Volcanoes of the World (Neumann van Padang, 1951) based on its geothermal activity. The 1.2 x 0.7 km thermal area consists of fumaroles, steaming ground, hot lakes, mud pots, and hydrothermally altered ground. The field is located along a WSW–ENE-trending Quaternary volcanic chain that includes Gunung Rakutak, the Ciharus, Pangkalan, and Gandapura complexes, Gunung Masigit, and Gunung Guntur. This chain is progressively younger to the ENE. Kawah Kamojang is associated with the Pangkalan and Gandapura volcanic centers, along the Kendeng fault, which extends SW to the Darajat geothermal field. ",,,,,,,,,,,,,,,,
264001,Buyan-Bratan,Indonesia,Inactive,C,,,,,Caldera,Evidence credible,Unknown,Indonesia,Lesser Sunda Islands,-8.283,115.133," 	2,244 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264010,Batur,Indonesia,Active,A1,Sentinel not enough,T,ASTER,7,Caldera,Eruption observed,2000 C.E.,Indonesia,Lesser Sunda Islands,-8.242,115.375," 	1,717 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264020,Agung,Indonesia,Active,A1,Sentinel not enough,"Def, T","ASTER, MODIS",,Stratovolcano,Eruption observed,2019 C.E.,Indonesia,Lesser Sunda Islands,-8.343,115.508," 	2,997 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264030,Rinjani,Indonesia,Active,A1,Sentinel not enough,"G, T","ASTER, MODIS",5,Stratovolcano,Eruption observed,2016 C.E.,Indonesia,Lesser Sunda Islands,-8.420,116.470," 	3,726 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264040,Tambora,Indonesia,Quiescent ,B1,,T,Ground-based 2013; ASTER,,Stratovolcano,Eruption observed,1967 C.E.,Indonesia,Lesser Sunda Islands,-8.250,118.000," 	2,850 ",Trachybasalt/Tephrite basanite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264050,Sangeang Api,Indonesia,Active,A1,Sentinel not enough,"G, T",MODIS,3,Complex,Eruption observed,2020 C.E.,Indonesia,Lesser Sunda Islands,-8.200,119.070," 	1,912 ",Trachybasalt/Tephrite basanite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264060,"Sano, Wai",Indonesia,Inactive,C,,,,,Caldera,Evidence credible,Unknown,Indonesia,Lesser Sunda Islands,-8.724,119.986," 	1,319 ",Dacite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264070,Poco Leok,Indonesia,Inactive,C,,,,,,,,,,,,,,,"Poco Leok in western Flores Island consists of a heavily dissected edifice with a central 3-km-wide central caldera-like depression of uncertain origin. No pyroclastic-flow deposits are associated with the volcano, which is poorly known geologically (Casadevall, 1989, pers. comm.). There is andesite lava within the crater area, which Mahon and others (1992) attributed to the volcanic group immediately north. Volcanism is of Quaternary age (van Bemmelen, 1949), and four fumarole fields are located at elevations of 825-1,200 m within the depression. The Ulumbu geothermal field is located on its flank at 650 m elevation and includes hot springs, fumaroles, mud pots, and steaming ground.",,,,,,,,,,,,,,,,
264071,Ranakah,Indonesia,Active,A1,Sentinel not enough,T,ASTER,5,Lava dome(s),Eruption observed,1991 C.E.,Indonesia,Lesser Sunda Islands,-8.620,120.520," 	2,350 ",Andesite/Basaltic andesite,Subduction zone/Continental crust (>25 km),,,,,,,,,,,,,,,,,
264080,Inierie,Indonesia,Inactive,C,,,,,Stratovolcano,Eruption dated,8050 B.C.E.,Indonesia,Lesser Sunda Islands,-8.875,120.950," 	2,245 ",Andesite/Basaltic andesite,Subduction zone/Crustal thickness unknown,,,,,,,,,,,,,,,,,
